participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
94	3	24	forbid	NP Ved it that S	2	True	Someone forbade it that something happened.
94	3	25	amaze	NP Ved so	1	True	Someone amazed so.
94	3	26	think	NP Ved VPing	1	True	Someone thought doing something.
94	3	27	forget	NP Ved that S notense	7	True	Someone forgot that something happen.
94	3	28	hear	NP Ved NP NP	1	True	Someone heard someone something.
94	3	29	forbid	NP Ved that S	1	True	Someone forbade that something happened.
94	3	30	amaze	NP Ved to	1	True	Someone amazed to.
94	3	31	want	NP Ved WH S	1	True	Someone wanted how something happened.
94	3	32	remember	NP Ved S	7	True	Someone remembered something happened.
94	3	33	hate	NP Ved NP S notense	1	True	Someone hated someone something happen.
94	3	34	allow	NP Ved that S	1	True	Someone allowed that something happened.
94	3	35	imagine	NP was Ved to VP	6	True	Someone was imagined to do something.
94	3	36	guess	It Ved NP that S notense	1	True	It guessed someone that something happen.
94	3	37	realize	NP Ved VPing	1	True	Someone realized doing something.
94	3	38	bother	NP Ved NP VP	1	True	Someone bothered someone do something.
94	3	39	hope	It Ved NP WH to VP	6	True	It hoped someone where to do something.
94	3	40	worry	NP Ved to VP	1	True	Someone worried to do something.
94	3	41	allow	NP Ved it that S	1	True	Someone allowed it that something happened.
94	3	42	tell	NP Ved to	1	True	Someone told to.
94	3	43	tell	NP Ved so	1	True	Someone told so.
94	3	44	imagine	It Ved NP WH to VP	1	True	It imagined someone how to do something.
94	3	45	love	NP Ved WH to VP	1	True	Someone loved why to do something.
94	3	46	see	NP Ved NP S notense	1	True	Someone saw someone something happen.
94	3	47	expect	It Ved NP WH S	1	True	It expected someone how something happened.
94	3	48	remember	NP Ved NP about NP	1	True	Someone remembered someone about something.
94	3	49	hope	It Ved NP WH S	1	True	It hoped someone where something happened.
94	3	50	promise	NP Ved there to VP	7	True	Someone promised there to be a particular thing in a particular place.
94	3	51	bother	NP Ved NP to VP	7	True	Someone bothered someone to do something.
94	3	52	suppose	S, I V	7	True	Something happened, I suppose.
94	3	53	deny	It Ved NP WH S	1	True	It denied someone why something happened.
94	3	54	say	It Ved NP WH S	1	True	It said someone why something happened.
94	3	55	worry	NP was Ved that S	7	True	Someone was worried that something happened.
94	3	56	think	NP Ved NP that S	1	True	Someone thought someone that something happened.
94	3	57	guess	It Ved NP to VP	1	True	It guessed someone to do something.
94	3	58	feel	NP Ved to NP that S notense	1	True	Someone felt to someone that something happen.
94	3	59	understand	NP Ved NP S	1	True	Someone understood someone something happened.
94	3	60	feel	NP Ved WH to VP	1	True	Someone felt where to do something.
24	4	1	deny	NP Ved NP NP	7	True	Someone denied someone something.
24	4	2	believe	NP Ved WH S	7	True	Someone believed why something happened.
24	4	3	hate	NP Ved NP that S notense	1	True	Someone hated someone that something happen.
24	4	4	doubt	NP Ved that S	7	True	Someone doubted that something happened.
24	4	5	think	NP Ved for NP to VP	6	True	Someone thought for someone to do something.
24	4	6	love	NP was Ved to VP	3	True	Someone was loved to do something.
24	4	7	hope	It Ved NP WH S	1	True	It hoped someone why something happened.
24	4	8	guess	It Ved NP WH S	3	True	It guessed someone where something happened.
24	4	9	guess	It Ved NP WH to VP	1	True	It guessed someone where to do something.
24	4	10	worry	NP was Ved that S notense	4	True	Someone was worried that something happen.
24	4	11	say	NP Ved	7	True	Someone said.
24	4	12	hear	NP Ved NP	7	True	Someone heard something.
24	4	13	need	NP Ved S	5	True	Someone needed something happened.
24	4	14	tell	NP Ved to NP that S	5	True	Someone told to someone that something happened.
24	4	15	remember	NP Ved VPing	7	True	Someone remembered doing something.
24	4	16	tell	NP Ved there to VP	2	True	Someone told there to be a particular thing in a particular place.
24	4	17	allow	NP Ved it that S notense	4	True	Someone allowed it that something happen.
24	4	18	understand	NP Ved NP VP	5	True	Someone understood someone do something.
24	4	19	feel	NP was Ved that S	2	True	Someone was felt that something happened.
24	4	20	forbid	NP Ved that S notense	6	True	Someone forbade that something happen.
24	4	21	amaze	NP Ved to NP that S	2	True	Someone amazed to someone that something happened.
24	4	22	promise	NP Ved WH to VP	2	True	Someone promised where to do something.
24	4	23	bother	NP Ved NP about NP	7	True	Someone bothered someone about something.
24	4	24	remember	NP Ved NP that S	2	True	Someone remembered someone that something happened.
24	4	25	imagine	It Ved NP WH S	1	True	It imagined someone how something happened.
24	4	26	hear	NP Ved NP S notense	2	True	Someone heard someone something happen.
24	4	27	imagine	It Ved NP that S	1	True	It imagined someone that something happened.
24	4	28	promise	NP Ved to NP that S notense	6	True	Someone promised to someone that something happen.
24	4	29	forget	NP Ved to	7	True	Someone forgot to.
24	4	30	need	NP Ved NP about NP	7	True	Someone needed someone about something.
24	4	31	demand	NP Ved WH S	7	True	Someone demanded how something happened.
24	4	32	expect	It Ved NP that S notense	3	True	It expected someone that something happen.
24	4	33	worry	NP Ved WH S	4	True	Someone worried where something happened.
24	4	34	hate	NP Ved NP S	2	True	Someone hated someone something happened.
24	4	35	expect	It Ved NP to VP	2	True	It expected someone to do something.
24	4	36	think	NP Ved about NP	7	True	Someone thought about something.
24	4	37	demand	NP Ved if S	7	True	Someone demanded if something happened.
24	4	38	deny	NP Ved	7	True	Someone denied.
24	4	39	forget	NP Ved so	5	True	Someone forgot so.
24	4	40	want	NP Ved if S notense	3	True	Someone wanted if something happen.
24	4	41	amaze	NP Ved there to VP	1	True	Someone amazed there to be a particular thing in a particular place.
24	4	42	realize	NP Ved for NP to VP	6	True	Someone realized for someone to do something.
24	4	43	say	NP Ved NP NP	2	True	Someone said someone something.
24	4	44	love	It Ved NP WH to VP	1	True	It loved someone how to do something.
24	4	45	suppose	NP Ved WH to VP	5	True	Someone supposed why to do something.
24	4	46	forbid	NP Ved it that S notense	3	True	Someone forbade it that something happen.
24	4	47	see	NP Ved NP S	2	True	Someone saw someone something happened.
24	4	48	pretend	NP Ved if S notense	6	True	Someone pretended if something happen.
24	4	49	realize	NP Ved about NP	7	True	Someone realized about something.
24	4	50	pretend	NP Ved WH to VP	6	True	Someone pretended how to do something.
24	4	51	allow	NP Ved that S notense	5	True	Someone allowed that something happen.
24	4	52	want	NP Ved WH to VP	1	True	Someone wanted how to do something.
24	4	53	suppose	S, NP Ved	7	True	Something happened, someone supposed.
24	4	54	believe	S, I V	7	True	Something happened, I believe.
24	4	55	doubt	NP Ved it that S	7	True	Someone doubted it that something happened.
24	4	56	see	NP Ved NP that S notense	3	True	Someone saw someone that something happen.
24	4	57	hope	It Ved NP WH to VP	1	True	It hoped someone why to do something.
24	4	58	understand	NP Ved NP to VP	5	True	Someone understood someone to do something.
24	4	59	bother	NP Ved S	2	True	Someone bothered something happened.
24	4	60	feel	NP Ved to VP	7	True	Someone felt to do something.
89	4	1	deny	NP Ved NP NP	7	True	Someone denied someone something.
89	4	2	believe	NP Ved WH S	7	True	Someone believed why something happened.
89	4	3	hate	NP Ved NP that S notense	1	True	Someone hated someone that something happen.
89	4	4	doubt	NP Ved that S	7	True	Someone doubted that something happened.
89	4	5	think	NP Ved for NP to VP	4	True	Someone thought for someone to do something.
89	4	6	love	NP was Ved to VP	1	True	Someone was loved to do something.
89	4	7	hope	It Ved NP WH S	1	True	It hoped someone why something happened.
89	4	8	guess	It Ved NP WH S	1	True	It guessed someone where something happened.
89	4	9	guess	It Ved NP WH to VP	1	True	It guessed someone where to do something.
89	4	10	worry	NP was Ved that S notense	7	True	Someone was worried that something happen.
89	4	11	say	NP Ved	4	True	Someone said.
89	4	12	hear	NP Ved NP	7	True	Someone heard something.
89	4	13	need	NP Ved S	1	True	Someone needed something happened.
89	4	14	tell	NP Ved to NP that S	4	True	Someone told to someone that something happened.
89	4	15	remember	NP Ved VPing	7	True	Someone remembered doing something.
89	4	16	tell	NP Ved there to VP	1	True	Someone told there to be a particular thing in a particular place.
89	4	17	allow	NP Ved it that S notense	4	True	Someone allowed it that something happen.
89	4	18	understand	NP Ved NP VP	1	True	Someone understood someone do something.
89	4	19	feel	NP was Ved that S	1	True	Someone was felt that something happened.
89	4	20	forbid	NP Ved that S notense	7	True	Someone forbade that something happen.
89	4	21	amaze	NP Ved to NP that S	1	True	Someone amazed to someone that something happened.
89	4	22	promise	NP Ved WH to VP	7	True	Someone promised where to do something.
89	4	23	bother	NP Ved NP about NP	7	True	Someone bothered someone about something.
89	4	24	remember	NP Ved NP that S	4	True	Someone remembered someone that something happened.
89	4	25	imagine	It Ved NP WH S	1	True	It imagined someone how something happened.
89	4	26	hear	NP Ved NP S notense	1	True	Someone heard someone something happen.
89	4	27	imagine	It Ved NP that S	1	True	It imagined someone that something happened.
89	4	28	promise	NP Ved to NP that S notense	4	True	Someone promised to someone that something happen.
89	4	29	forget	NP Ved to	6	True	Someone forgot to.
89	4	30	need	NP Ved NP about NP	7	True	Someone needed someone about something.
89	4	31	demand	NP Ved WH S	7	True	Someone demanded how something happened.
89	4	32	expect	It Ved NP that S notense	1	True	It expected someone that something happen.
89	4	33	worry	NP Ved WH S	7	True	Someone worried where something happened.
89	4	34	hate	NP Ved NP S	1	True	Someone hated someone something happened.
89	4	35	expect	It Ved NP to VP	7	True	It expected someone to do something.
89	4	36	think	NP Ved about NP	7	True	Someone thought about something.
89	4	37	demand	NP Ved if S	7	True	Someone demanded if something happened.
89	4	38	deny	NP Ved	6	True	Someone denied.
89	4	39	forget	NP Ved so	4	True	Someone forgot so.
89	4	40	want	NP Ved if S notense	1	True	Someone wanted if something happen.
89	4	41	amaze	NP Ved there to VP	1	True	Someone amazed there to be a particular thing in a particular place.
89	4	42	realize	NP Ved for NP to VP	1	True	Someone realized for someone to do something.
89	4	43	say	NP Ved NP NP	7	True	Someone said someone something.
89	4	44	love	It Ved NP WH to VP	1	True	It loved someone how to do something.
89	4	45	suppose	NP Ved WH to VP	7	True	Someone supposed why to do something.
89	4	46	forbid	NP Ved it that S notense	7	True	Someone forbade it that something happen.
89	4	47	see	NP Ved NP S	1	True	Someone saw someone something happened.
89	4	48	pretend	NP Ved if S notense	4	True	Someone pretended if something happen.
89	4	49	realize	NP Ved about NP	7	True	Someone realized about something.
89	4	50	pretend	NP Ved WH to VP	7	True	Someone pretended how to do something.
89	4	51	allow	NP Ved that S notense	7	True	Someone allowed that something happen.
89	4	52	want	NP Ved WH to VP	1	True	Someone wanted how to do something.
89	4	53	suppose	S, NP Ved	7	True	Something happened, someone supposed.
89	4	54	believe	S, I V	7	True	Something happened, I believe.
89	4	55	doubt	NP Ved it that S	7	True	Someone doubted it that something happened.
89	4	56	see	NP Ved NP that S notense	4	True	Someone saw someone that something happen.
89	4	57	hope	It Ved NP WH to VP	1	True	It hoped someone why to do something.
89	4	58	understand	NP Ved NP to VP	4	True	Someone understood someone to do something.
89	4	59	bother	NP Ved S	1	True	Someone bothered something happened.
89	4	60	feel	NP Ved to VP	6	True	Someone felt to do something.
63	4	1	deny	NP Ved NP NP	4	True	Someone denied someone something.
63	4	2	believe	NP Ved WH S	3	True	Someone believed why something happened.
63	4	3	hate	NP Ved NP that S notense	1	True	Someone hated someone that something happen.
63	4	4	doubt	NP Ved that S	4	True	Someone doubted that something happened.
63	4	5	think	NP Ved for NP to VP	2	True	Someone thought for someone to do something.
63	4	6	love	NP was Ved to VP	2	True	Someone was loved to do something.
63	4	7	hope	It Ved NP WH S	1	True	It hoped someone why something happened.
63	4	8	guess	It Ved NP WH S	1	True	It guessed someone where something happened.
63	4	9	guess	It Ved NP WH to VP	2	True	It guessed someone where to do something.
63	4	10	worry	NP was Ved that S notense	2	True	Someone was worried that something happen.
63	4	11	say	NP Ved	1	True	Someone said.
63	4	12	hear	NP Ved NP	4	True	Someone heard something.
63	4	13	need	NP Ved S	1	True	Someone needed something happened.
63	4	14	tell	NP Ved to NP that S	1	True	Someone told to someone that something happened.
63	4	15	remember	NP Ved VPing	3	True	Someone remembered doing something.
63	4	16	tell	NP Ved there to VP	1	True	Someone told there to be a particular thing in a particular place.
63	4	17	allow	NP Ved it that S notense	1	True	Someone allowed it that something happen.
63	4	18	understand	NP Ved NP VP	2	True	Someone understood someone do something.
63	4	19	feel	NP was Ved that S	1	True	Someone was felt that something happened.
63	4	20	forbid	NP Ved that S notense	3	True	Someone forbade that something happen.
63	4	21	amaze	NP Ved to NP that S	2	True	Someone amazed to someone that something happened.
63	4	22	promise	NP Ved WH to VP	3	True	Someone promised where to do something.
63	4	23	bother	NP Ved NP about NP	4	True	Someone bothered someone about something.
63	4	24	remember	NP Ved NP that S	1	True	Someone remembered someone that something happened.
63	4	25	imagine	It Ved NP WH S	1	True	It imagined someone how something happened.
