verb	frame	polarity	sentence	veridicalitylike	veridicalitynorm
frighten	NP was Ved that S	positive	Someone was frightened that a particular thing happened	-0.3402089	0.4671725
frighten	NP was Ved that S	negative	Someone wasn\'t frightened that a particular thing happened	-0.23167552	0.4671725
persuade	NP Ved NP to VP[-eventive]	positive	Someone persuaded a particular person to have a particular thing.	-0.68957764	0.46527478
persuade	NP Ved NP to VP[-eventive]	negative	Someone didn\'t persuade a particular person to have a particular thing.	-1.0565441	0.46527478
cajole	NP Ved NP to VP[+eventive]	positive	Someone cajoled a particular person to do a particular thing.	-0.5363952	0.46073917
cajole	NP Ved NP to VP[+eventive]	negative	Someone didn\'t cajole a particular person to do a particular thing.	-0.78483075	0.46073917
rediscover	NP was Ved to VP[-eventive]	positive	A particular person was rediscovered to have a particular thing.	-0.94651276	0.4577831
rediscover	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t rediscovered to have a particular thing.	-0.97978514	0.4577831
flatter	NP was Ved to VP[+eventive]	positive	A particular person was flattered to do a particular thing.	-0.53362095	0.45748767
flatter	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t flattered to do a particular thing.	-0.28247726	0.45748767
require	NP was Ved to VP[+eventive]	positive	A particular person was required to do a particular thing.	-0.42130584	0.4556404
require	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t required to do a particular thing.	-0.34405124	0.4556404
affirm	NP Ved to VP[-eventive]	positive	A particular person affirmed to have a particular thing.	-0.6965265	0.4546295
affirm	NP Ved to VP[-eventive]	negative	A particular person didn\'t affirm to have a particular thing.	-0.6685573	0.4546295
will	NP Ved NP to VP[+eventive]	positive	Someone willed a particular person to do a particular thing.	-0.54000324	0.45347655
will	NP Ved NP to VP[+eventive]	negative	Someone didn\'t will a particular person to do a particular thing.	-0.28120723	0.45347655
remain	NP Ved to VP[-eventive]	negative	A particular person didn\'t remain to have a particular thing.	-0.4368874	0.4499271
remain	NP Ved to VP[-eventive]	positive	A particular person remained to have a particular thing.	-0.5399408	0.4499271
mandate	NP was Ved to VP[-eventive]	positive	A particular person was mandated to have a particular thing.	-0.46228117	0.44987068
mandate	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t mandated to have a particular thing.	-0.4831728	0.44987068
advertise	NP Ved to VP[-eventive]	positive	A particular person advertised to have a particular thing.	-0.36378	0.4490623
advertise	NP Ved to VP[-eventive]	negative	A particular person didn\'t advertise to have a particular thing.	-0.39772668	0.4490623
prompt	NP Ved NP to VP[+eventive]	negative	Someone didn\'t prompt a particular person to do a particular thing.	-0.18644045	0.44852296
prompt	NP Ved NP to VP[+eventive]	positive	Someone prompted a particular person to do a particular thing.	-0.41809952	0.44852296
begin	NP Ved to VP[-eventive]	negative	A particular person didn\'t begin to have a particular thing.	-1.1198087	0.444634
begin	NP Ved to VP[-eventive]	positive	A particular person began to have a particular thing.	-0.75790215	0.444634
show	NP was Ved that S	negative	Someone wasn\'t shown that a particular thing happened	-0.57237023	0.43645558
show	NP was Ved that S	positive	Someone was shown that a particular thing happened	-0.37348878	0.43645558
whimper	NP Ved that S	negative	Someone didn\'t whimper that a particular thing happened	-0.3985543	0.43482694
whimper	NP Ved that S	positive	Someone whimpered that a particular thing happened	-0.29108238	0.43482694
guarantee	NP Ved NP to VP[-eventive]	negative	Someone didn\'t guarantee a particular person to have a particular thing.	-0.49915716	0.4331236
guarantee	NP Ved NP to VP[-eventive]	positive	Someone guaranteed a particular person to have a particular thing.	-0.45281518	0.4331236
recall	NP Ved NP to VP[-eventive]	negative	Someone didn\'t recall a particular person to have a particular thing.	-0.54468757	0.43080163
recall	NP Ved NP to VP[-eventive]	positive	Someone recalled a particular person to have a particular thing.	-0.61420083	0.43080163
press	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t pressed to do a particular thing.	-0.22531061	0.4275497
press	NP was Ved to VP[+eventive]	positive	A particular person was pressed to do a particular thing.	-0.3974904	0.4275497
concede	NP Ved that S	negative	Someone didn\'t concede that a particular thing happened	-0.43129662	0.42111433
concede	NP Ved that S	positive	Someone conceded that a particular thing happened	-0.3070794	0.42111433
enlighten	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t enlightened to do a particular thing.	-0.5974717	0.4160655
enlighten	NP was Ved to VP[+eventive]	positive	A particular person was enlightened to do a particular thing.	-0.55228376	0.4160655
bribe	NP Ved NP to VP[-eventive]	negative	Someone didn\'t bribe a particular person to have a particular thing.	-0.34126914	0.41492063
bribe	NP Ved NP to VP[-eventive]	positive	Someone bribed a particular person to have a particular thing.	-0.651796	0.41492063
lead	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t led to do a particular thing.	-0.7957869	0.4137432
lead	NP was Ved to VP[+eventive]	positive	A particular person was led to do a particular thing.	-0.7264058	0.4137432
instruct	NP Ved NP to VP[-eventive]	positive	Someone instructed a particular person to have a particular thing.	-0.41491324	0.410683
instruct	NP Ved NP to VP[-eventive]	negative	Someone didn\'t instruct a particular person to have a particular thing.	-0.28351358	0.410683
persuade	NP was Ved to VP[-eventive]	positive	A particular person was persuaded to have a particular thing.	-0.5942181	0.40948212
persuade	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t persuaded to have a particular thing.	-0.96165484	0.40948212
identify	NP Ved that S	positive	Someone identified that a particular thing happened	-0.30927855	0.4084151
identify	NP Ved that S	negative	Someone didn\'t identify that a particular thing happened	-0.4736879	0.4084151
expose	NP Ved that S	negative	Someone didn\'t expose that a particular thing happened	-0.4205342	0.40545732
expose	NP Ved that S	positive	Someone exposed that a particular thing happened	-0.22565684	0.40545732
admit	NP Ved that S	positive	Someone admitted that a particular thing happened	-0.3108068	0.40517232
admit	NP Ved that S	negative	Someone didn\'t admit that a particular thing happened	-0.45311186	0.40517232
dread	NP Ved to VP[+eventive]	positive	A particular person dreaded to do a particular thing.	-0.3545896	0.40487435
dread	NP Ved to VP[+eventive]	negative	A particular person didn\'t dread to do a particular thing.	-0.21551529	0.40487435
trigger	NP Ved to VP[+eventive]	negative	A particular person didn\'t trigger to do a particular thing.	-0.65185183	0.40377402
trigger	NP Ved to VP[+eventive]	positive	A particular person triggered to do a particular thing.	-0.58196205	0.40377402
oblige	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t obliged to do a particular thing.	-0.40663528	0.4021878
oblige	NP was Ved to VP[+eventive]	positive	A particular person was obliged to do a particular thing.	-0.43438056	0.4021878
mark	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t marked to have a particular thing.	-0.47383484	0.40195417
mark	NP was Ved to VP[-eventive]	positive	A particular person was marked to have a particular thing.	-0.47167486	0.40195417
agonize	NP Ved to VP[+eventive]	positive	A particular person agonized to do a particular thing.	-0.32508504	0.40142247
agonize	NP Ved to VP[+eventive]	negative	A particular person didn\'t agonize to do a particular thing.	-0.6045719	0.40142247
continue	NP Ved to VP[-eventive]	negative	A particular person didn\'t continue to have a particular thing.	-1.475147	0.40075344
continue	NP Ved to VP[-eventive]	positive	A particular person continued to have a particular thing.	-0.7624578	0.40075344
sign_on	NP Ved to VP[+eventive]	positive	A particular person signed on to do a particular thing.	-0.54709566	0.39331463
sign_on	NP Ved to VP[+eventive]	negative	A particular person didn\'t sign on to do a particular thing.	-0.50258344	0.39331463
okay	NP was Ved to VP[+eventive]	positive	A particular person was okayed to do a particular thing.	-0.39714557	0.38568664
okay	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t okayed to do a particular thing.	-0.3700114	0.38568664
record	NP Ved that S	negative	Someone didn\'t record that a particular thing happened	-0.41775775	0.38543046
record	NP Ved that S	positive	Someone recorded that a particular thing happened	-0.27287915	0.38543046
convey	NP Ved that S	negative	Someone didn\'t convey that a particular thing happened	-0.6689603	0.3843889
convey	NP Ved that S	positive	Someone conveyed that a particular thing happened	-0.30972624	0.3843889
cease	NP Ved to VP[-eventive]	positive	A particular person ceased to have a particular thing.	-1.6029837	0.38433844
cease	NP Ved to VP[-eventive]	negative	A particular person didn\'t cease to have a particular thing.	-0.84607196	0.38433844
sign_on	NP Ved to VP[-eventive]	negative	A particular person didn\'t sign on to have a particular thing.	-0.58488816	0.38428247
sign_on	NP Ved to VP[-eventive]	positive	A particular person signed on to have a particular thing.	-0.43741387	0.38428247
ordain	NP was Ved to VP[-eventive]	positive	A particular person was ordained to have a particular thing.	-0.5417045	0.3826949
ordain	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t ordained to have a particular thing.	-0.54461944	0.3826949
bully	NP Ved NP to VP[-eventive]	positive	Someone bullied a particular person to have a particular thing.	-0.6310789	0.3825338
bully	NP Ved NP to VP[-eventive]	negative	Someone didn\'t bully a particular person to have a particular thing.	-0.2684188	0.3825338
contract	NP Ved NP to VP[+eventive]	positive	Someone contracted a particular person to do a particular thing.	-0.55717564	0.3807767
contract	NP Ved NP to VP[+eventive]	negative	Someone didn\'t contract a particular person to do a particular thing.	-0.66193897	0.3807767
torture	NP was Ved to VP[+eventive]	positive	A particular person was tortured to do a particular thing.	-0.40732965	0.3803564
torture	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t tortured to do a particular thing.	-0.31202286	0.3803564
compel	NP Ved NP to VP[-eventive]	positive	Someone compelled a particular person to have a particular thing.	-0.5680497	0.37893438
compel	NP Ved NP to VP[-eventive]	negative	Someone didn\'t compel a particular person to have a particular thing.	-0.52977276	0.37893438
affirm	NP Ved to VP[+eventive]	negative	A particular person didn\'t affirm to do a particular thing.	-0.5881492	0.37500334
affirm	NP Ved to VP[+eventive]	positive	A particular person affirmed to do a particular thing.	-0.54612947	0.37500334
signal	NP was Ved that S	negative	Someone wasn\'t signalled that a particular thing happened	-0.38290077	0.37264523
signal	NP was Ved that S	positive	Someone was signalled that a particular thing happened	-0.32653034	0.37264523
detect	NP Ved that S	negative	Someone didn\'t detect that a particular thing happened	-0.38331965	0.3707412
detect	NP Ved that S	positive	Someone detected that a particular thing happened	-0.33313873	0.3707412
fuss	NP Ved to VP[-eventive]	negative	A particular person didn\'t fuss to have a particular thing.	-0.54443806	0.3693511
fuss	NP Ved to VP[-eventive]	positive	A particular person fussed to have a particular thing.	-0.37200293	0.3693511
insist	NP was Ved to VP[-eventive]	positive	A particular person was insisted to have a particular thing.	-0.49612966	0.36823592
insist	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t insisted to have a particular thing.	-0.27155215	0.36823592
annoy	NP Ved NP to VP[+eventive]	negative	Someone didn\'t annoy a particular person to do a particular thing.	-0.35861033	0.36627856
annoy	NP Ved NP to VP[+eventive]	positive	Someone annoyed a particular person to do a particular thing.	-0.5290426	0.36627856
encourage	NP was Ved that S	negative	Someone wasn\'t encouraged that a particular thing happened	-0.37859198	0.3641109
encourage	NP was Ved that S	positive	Someone was encouraged that a particular thing happened	-0.26182473	0.3641109
