participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
16	0	1	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
6	0	1	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	4.0	True	1
31	0	9	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
12	0	34	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
18	0	26	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
41	0	13	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
3	0	29	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
4	0	9	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	5.0	True	1
39	0	2	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	4.0	True	1
19	0	38	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
25	0	48	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
8	0	1	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
27	0	43	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
40	0	43	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
13	0	12	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
22	0	9	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
9	0	42	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
14	0	11	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
28	0	7	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	4.0	True	1
35	0	26	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
23	0	26	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
44	0	39	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
10	0	13	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
33	0	28	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
24	0	13	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
2	0	15	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
47	0	5	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
17	0	37	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
43	0	38	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
20	0	7	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
42	0	20	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
34	0	13	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
11	0	12	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
5	0	29	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
38	0	37	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
0	0	49	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
48	0	22	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
37	0	31	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
26	0	47	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
29	0	33	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
46	0	33	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
1	0	45	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
32	0	41	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	5.0	True	2
7	0	14	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
36	0	21	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
49	0	22	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
15	0	32	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
21	0	15	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	5.0	True	2
45	0	21	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
30	0	46	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
16	0	40	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
6	0	13	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
31	0	12	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
12	0	5	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	7.0	True	2
18	0	5	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
41	0	50	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
3	0	47	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
4	0	5	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	7.0	True	2
39	0	45	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
19	0	7	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	1.0	True	2
25	0	13	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	6.0	True	2
8	0	38	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	6.0	True	2
27	0	38	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
40	0	24	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	3.0	True	2
13	0	31	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
22	0	48	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	5.0	True	2
9	0	29	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	6.0	True	2
14	0	46	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	2.0	True	2
28	0	30	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
35	0	7	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
23	0	33	handle	NP be V to VP[+eventive]	past_progressive	Someone was being handled to do something.	4.0	True	2
44	0	36	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
10	0	3	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
33	0	2	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
24	0	12	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
2	0	33	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
47	0	49	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
17	0	19	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
43	0	37	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
20	0	26	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
42	0	21	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	5.0	True	1
34	0	39	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
11	0	10	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
5	0	17	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	6.0	True	1
38	0	44	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
0	0	46	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	3.0	True	1
48	0	48	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
37	0	8	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
26	0	40	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
29	0	14	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
46	0	20	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
1	0	4	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
32	0	38	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
7	0	32	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	6.0	True	1
36	0	18	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
49	0	10	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
15	0	37	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	6.0	True	1
21	0	18	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	6.0	True	1
45	0	1	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	6.0	True	1
30	0	28	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
16	0	20	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
6	0	9	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
31	0	46	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
12	0	9	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
18	0	18	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
41	0	42	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
3	0	26	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
4	0	42	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
39	0	41	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
19	0	17	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
25	0	6	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
8	0	39	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
27	0	15	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
40	0	22	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
13	0	34	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
22	0	34	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
9	0	34	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
14	0	24	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	6.0	True	1
28	0	49	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
35	0	18	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
23	0	47	hire	NP be V to VP[+eventive]	past	Someone was hired to do something.	7.0	True	1
44	0	14	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
10	0	4	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	5.0	True	2
33	0	20	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	1.0	True	2
24	0	4	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
2	0	32	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	1.0	True	2
47	0	47	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
17	0	20	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	6.0	True	2
43	0	47	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	5.0	True	2
20	0	49	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	6.0	True	2
42	0	45	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	6.0	True	2
34	0	30	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
11	0	37	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
5	0	21	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
38	0	12	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
0	0	32	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	4.0	True	2
48	0	39	inform	NP be V whichNP to VP	past_progressive	Someone was being informed which thing to do.	7.0	True	2
